workload	metric	unit	baseline_n	baseline_mean	baseline_min	baseline_max	baseline_sd	f2load_n	f2load_mean	f2load_min	f2load_max	f2load_sd	absolute_mean_difference	mean_difference_pct	percentage_point_difference	f2load_mean_in_baseline_range
E	data_cache_hit_pct	%	10	55.828263891696515	55.344641305843886	56.228659497064484	0.2682246903262868	9	55.94108010911298	54.945349818131575	56.25048568806805	0.3862148239915781	0.11281621741646575	0.2020772446646779	0.11281621741646575	True
E	compaction_read_bytes	bytes	10	71382441.2	0	713824412	225731099.1350429	9	239944901.33333334	0	888532497	372454336.96886605	168562460.13333333	236.13994884407697		True
E	compaction_write_bytes	bytes	10	68605542.4	0	686055424	216949774.09525454	9	238576526.2222222	0	884842496	370408442.2280252	169970983.8222222	247.75109688837938		True
E	compaction_read_bytes_per_op	bytes/op	10	2.2277592529365906	0.0	22.277592529365908	7.044793317794779	9	7.529794516904057	0.0	27.974878533332493	11.70007416224638	5.302035263967467	237.99857444104083		True
E	compaction_write_bytes_per_op	bytes/op	10	2.141095615602645	0.0	21.410956156026447	6.770738833504708	9	7.486872699441182	0.0	27.85870120711043	11.635882087080878	5.345777083838538	249.67484146353195		True
E	flush_write_bytes_per_op	bytes/op	10	50.94404442261799	50.34939026828695	51.98114254888513	0.5910788175051269	9	50.96541337193038	50.135372050702415	52.046728436208795	0.7406217033742696	0.021368949312389418	0.04194592234396666		True
E	device_read_ios	I/Os	10	144088179.6	142372644	144922914	775197.5835090474	9	143806773.44444445	143264604	144518227	409790.93557419954	-281406.1555555463	-0.19530134695070478		True
E	device_write_ios	I/Os	10	3728.3	2721	5149	619.1402731027741	9	3985	2382	5682	1043.0337961926257	256.6999999999998	6.885175549177913		True
E	device_read_bytes	bytes	10	2065771890688	2042167046144	2076494131200	10442149565.124495	9	2056274704156.4443	2049936031744	2066916933632	5647061191.330195	-9497186531.555664	-0.459740331174352		True
E	device_write_bytes	bytes	10	1736694988.8	1649868800	2358001664	218443877.784056	9	1902106396.4444444	1652957184	2542133248	369882325.6933423	165411407.64444447	9.52449386398808		True
E	device_read_bytes_per_op	bytes/op	10	64604.74871286763	64533.98204382563	64717.79906122061	51.88207247867364	9	64480.43641970378	64055.681260334495	64802.501889173676	198.2164115408357	-124.31229316384997	-0.192419745669703		False
E	device_write_bytes_per_op	bytes/op	10	54.30881989258188	52.162697767076814	73.59036672194783	6.774845461403122	9	59.651116725800236	52.1544026463496	80.03744271420385	11.645148862619815	5.342296833218356	9.836886243864162		True
F	throughput_ops_sec	ops/s	10	604600.2	599723.0	610443.0	3340.0891804461353	9	598655.8888888889	594417.0	606675.0	3510.0530424925364	-5944.3111111110775	-0.9831804738256955		False
F	avg_latency_us	us	10	79.3896	78.626	80.032	0.43852510380440646	9	80.17811111111111	79.118	80.749	0.46618811772836044	0.7885111111111058	0.9932171356337616		False
F	filter_checks_per_get	checks/Get	10	7.06056845960034	6.953063492782995	7.243937469488791	0.09989086352223495	9	7.022359015899746	6.796335219613741	7.370640111487494	0.19607918077118153	-0.03820944370059376	-0.5411666768649459		True
F	positive_lookup_pct	%	10	86.52002437094451	86.50587082385205	86.53735892315868	0.009792238303706432	9	86.48149528896022	86.46366570232823	86.4962959117652	0.011876847187937226	-0.03852908198429361	-0.044531982352558064	-0.03852908198429361	False
F	bloom_false_positive_pct	%	10	0.973739199115836	0.965490045259082	0.9942606495480641	0.008578716671242922	9	0.9705356056553538	0.963012467169602	0.9891650001815555	0.007477739991330001	-0.003203593460482157	-0.32899912660300235	-0.003203593460482157	True
F	data_cache_misses_per_op	misses/op	10	1.3294274236067884	1.3184440352376776	1.339586974672743	0.007384626570812648	9	1.3419049098600744	1.3244596737277772	1.355389904296414	0.010311217398336781	0.01247748625328593	0.9385609196652434		False
F	data_cache_hit_pct	%	10	19.27279978757816	19.113696448703653	19.48386756603715	0.1182468335216506	9	19.15596534143997	18.965653016798058	19.43727112103636	0.18330405941354572	-0.1168344461381885	-0.6062141848922842	-0.1168344461381885	True
F	compaction_read_bytes	bytes	10	807417105238.9	794149948895	818544193283	7701730305.226294	9	810608286859.5555	796616364960	821862075386	8804383681.6474	3191181620.6555176	0.3952333434540378		True
