system	arm	workload	window_sec	start_sec_exclusive	end_sec_inclusive	sample_count	mean_nominal_qps	min_nominal_qps	max_nominal_qps
f2load	f08	F	60	180	240	60	601998.95	460861	688920
f2load	f08	F	60	240	300	60	602467.15	489036	682951
f2load	f09	F	30	0	30	30	590680.2	441040	790090
f2load	f09	F	30	30	60	30	525566.3333333334	437902	630697
f2load	f09	F	30	60	90	30	632611.0666666667	556957	702008
f2load	f09	F	30	90	120	30	611631.0666666667	525918	690110
f2load	f09	F	30	120	150	30	623660.8666666667	552965	721605
f2load	f09	F	30	150	180	30	614922.6333333333	554467	668073
f2load	f09	F	30	180	210	30	616497.2	518166	674337
f2load	f09	F	30	210	240	30	620109.5333333333	555248	673335
f2load	f09	F	30	240	270	30	606457.6	504404	659648
f2load	f09	F	30	270	300	29	624450.6896551724	563529	677946
f2load	f09	F	60	0	60	60	558123.2666666667	437902	790090
f2load	f09	F	60	60	120	60	622121.0666666667	525918	702008
f2load	f09	F	60	120	180	60	619291.75	552965	721605
f2load	f09	F	60	180	240	60	618303.3666666667	518166	674337
f2load	f09	F	60	240	300	59	615301.6610169491	504404	677946
f2load	f10	F	30	0	30	30	599842.5333333333	431827	826845
f2load	f10	F	30	30	60	30	541642.6666666666	385181	651060
f2load	f10	F	30	60	90	30	592174.8333333334	516800	659440
f2load	f10	F	30	90	120	30	602940.9333333333	541058	691720
f2load	f10	F	30	120	150	30	615488.7666666667	554461	667387
f2load	f10	F	30	150	180	30	614765.4333333333	477214	687727
f2load	f10	F	30	180	210	30	587409.4666666667	456977	673659
f2load	f10	F	30	210	240	30	616498.4333333333	556041	685264
f2load	f10	F	30	240	270	30	586525.9333333333	406027	712799
f2load	f10	F	30	270	300	30	617995.7	554128	688881
f2load	f10	F	60	0	60	60	570742.6	385181	826845
f2load	f10	F	60	60	120	60	597557.8833333333	516800	691720
f2load	f10	F	60	120	180	60	615127.1	477214	687727
f2load	f10	F	60	180	240	60	601953.95	456977	685264
f2load	f10	F	60	240	300	60	602260.8166666667	406027	712799
