campaign	cell	workload	distribution	mode	point	ops_per_sec	micros_per_op	filter_per_lookup	filter_probes	positive_lookup_pct	gets	found_keys	bloom_useful	bloom_full_positive	bloom_true_positive	filter_block_miss	filter_block_hit	p50_us	p99_us	p999_us	sst_read_count	compact_write_GB	run_seconds	drain_seconds	total_seconds_incl_drain	elapsed_sec	fixed_ops	copy_mode	dropped_caches	cache_GiB	num_keys	source_ssts	source_db	finished_at
nobitmap_reps_plr_20260917_r2_E3-u25_ycsbc	E3-u25_f2load__workloadc	workloadc	zipfian	f2load	E3-u25	3263148	14.709	2.532	2478532276	25.24	979073371	247130705	2213530489	265001787	247130705	4835	2478527441	69.51	109.63	321.58	74971008	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	4811	/work/vcomp/exp/nbreps_work/E3-u25_f2load	2026-09-17T07:46:53.115324+00:00
nobitmap_reps_plr_20260917_r2_E3-u50_ycsbc	E3-u50_f2load__workloadc	workloadc	zipfian	f2load	E3-u50	1840557	26.077	3.433	1895761122	49.71	552246263	274496109	1595688044	300073078	274496109	10076	1895751046	70.21	109.49	163.99	98122919	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	10053	/work/vcomp/exp/nbreps_work/E3-u50_f2load	2026-09-17T08:01:19.375842+00:00
nobitmap_reps_plr_20260917_r2_E4-1024m10_ycsbc	E4-1024m10_f2load__workloadc	workloadc	zipfian	f2load	E4-1024m10	1569377	30.582	2.322	1093544278	58.45	470983457	275293176	810870768	282673510	275293176	18002	1093531665	92.93	612.86	1216.49	105198421	307.88	300.1		300.1	304.8		hardlink	False	50	1048576000	12632	/work/vcomp/exp/nbreps_work/E4-1024m10_f2load	2026-09-17T08:16:02.056781+00:00
nobitmap_reps_plr_20260917_r2_E4-256m4_ycsbc	E4-256m4_f2load__workloadc	workloadc	zipfian	f2load	E4-256m4	1404461	34.175	4.343	1829912298	61.10	421390790	257471831	1560184800	269727498	257471831	12212	1829900086	70.37	109.59	215.65	95898704	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	12166	/work/vcomp/exp/nbreps_work/E4-256m4_f2load	2026-09-17T08:08:10.223544+00:00
nobitmap_reps_plr_20260917_r2_E7-lz4_ycsbc	E7-lz4_f2load__workloadc	workloadc	zipfian	f2load	E7-lz4	1703503	28.175	2.887	1475379709	60.29	511117611	308142883	1157255566	318124143	308142883	6776	1475372933	66.71	124.18	257.58	114703638	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	6755	/work/vcomp/exp/nbreps_work/E7-lz4_f2load	2026-09-17T07:54:58.353827+00:00
nobitmap_reps_plr_20260917_r2_P0fix-r1_ycsbc	P0fix-r1_f2load__workloadc	workloadc	zipfian	f2load	P0fix-r1	1407173	34.108	4.106	1733621847	65.04	422207729	274622110	1447229255	286392592	274622110	13052	1733608795	68.86	109.43	163.26	95614531	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	13032	/work/vcomp/exp/nbreps_work/P0fix-r1_f2load	2026-09-17T08:22:57.658884+00:00
nobitmap_reps_plr_20260917_r3_E1-100B_ycsbc	E1-100B_f2load__workloadc	workloadc	zipfian	f2load	E1-100B	2180766	22.010	2.926	1914754876	61.87	654295460	404784543	1498705412	416049464	404784543	1556	1914753320	69.44	110.00	404.94	60823639	0.00	300.0		300.0	304.5		hardlink	False	50	1048576000	1368	/work/vcomp/exp/nbreps_work/E1-100B_f2load	2026-09-17T11:52:06.412714+00:00
nobitmap_reps_plr_20260917_r3_E1-10KB_ycsbc	E1-10KB_f2load__workloadc	workloadc	zipfian	f2load	E1-10KB	1103093	43.514	5.177	1713307730	66.52	330948146	220148256	1481544372	231763358	220148256	135984	1713171746	85.51	158.95	817.08	93404519	0.00	300.0		300.0	308.0		hardlink	False	50	1048576000	129178	/work/vcomp/exp/nbreps_work/E1-10KB_f2load	2026-09-17T15:48:51.260189+00:00
nobitmap_reps_plr_20260917_r3_E2-2T_ycsbc	E2-2T_f2load__workloadc	workloadc	zipfian	f2load	E2-2T	1464062	32.783	3.778	1659708627	64.44	439281361	283057216	1366092579	293616048	283057216	26163	1659682464	69.55	109.45	163.17	105119414	0.00	300.0		300.0	305.2		hardlink	False	50	2097152000	26068	/work/vcomp/exp/nbreps_work/E2-2T_f2load	2026-09-17T12:50:25.062574+00:00
nobitmap_reps_plr_20260917_r3_E2-4T_ycsbc	E2-4T_f2load__workloadc	workloadc	zipfian	f2load	E2-4T	1414175	33.940	3.691	1566157293	63.89	424310606	271078040	1281687149	284470144	271078040	47635	1566109658	69.97	109.82	201.31	106396644	0.00	300.0		300.0	305.8		hardlink	False	50	4194304000	47420	/work/vcomp/exp/nbreps_work/E2-4T_f2load	2026-09-17T13:10:34.115299+00:00
nobitmap_reps_plr_20260917_r3_E2-8T_ycsbc	E2-8T_f2load__workloadc	workloadc	zipfian	f2load	E2-8T	1194193	40.192	4.947	1772672312	62.75	358299424	224830348	1534231199	238441113	224830348	107809	1772564503	72.87	109.66	176.93	102825249	0.00	300.0		300.0	307.8		hardlink	False	50	8388608000	103539	/work/vcomp/exp/nbreps_work/E2-8T_f2load	2026-09-17T14:16:51.829389+00:00
nobitmap_reps_plr_20260917_r3_E3-u100_ycsbc	E3-u100_f2load__workloadc	workloadc	zipfian	f2load	E3-u100	1045266	45.919	3.676	1152961364	99.41	313615085	311758599	833406620	319554744	311758599	17595	1152943769	67.13	109.95	526.70	117562454	0.00	300.0		300.0	305.0		hardlink	False	50	1048576000	17537	/work/vcomp/exp/nbreps_work/E3-u100_f2load	2026-09-17T12:40:57.435501+00:00
nobitmap_reps_plr_20260917_r3_E3-u25_ycsbc	E3-u25_f2load__workloadc	workloadc	zipfian	f2load	E3-u25	3143551	15.268	2.608	2460132451	29.30	943188814	276373429	2162993616	297138835	276373429	4856	2460127595	69.86	109.50	248.93	72436869	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	4837	/work/vcomp/exp/nbreps_work/E3-u25_f2load	2026-09-17T11:58:32.922518+00:00
nobitmap_reps_plr_20260917_r3_E3-u50_ycsbc	E3-u50_f2load__workloadc	workloadc	zipfian	f2load	E3-u50	1858322	25.828	3.275	1825939732	56.65	557575215	315880115	1497454521	328485211	315880115	10088	1825929644	69.12	109.57	165.47	98901230	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	10046	/work/vcomp/exp/nbreps_work/E3-u50_f2load	2026-09-17T12:12:58.396782+00:00
nobitmap_reps_plr_20260917_r3_E4-1024m10_ycsbc	E4-1024m10_f2load__workloadc	workloadc	zipfian	f2load	E4-1024m10	1522205	31.530	2.620	1196952233	60.17	456809548	274853647	915464056	281488177	274853647	18055	1196939611	91.56	531.13	970.16	102249540	306.79	300.1		300.1	304.8		hardlink	False	50	1048576000	12628	/work/vcomp/exp/nbreps_work/E4-1024m10_f2load	2026-09-17T12:27:43.848080+00:00
nobitmap_reps_plr_20260917_r3_E4-256m4_ycsbc	E4-256m4_f2load__workloadc	workloadc	zipfian	f2load	E4-256m4	1447417	33.160	4.253	1847089604	58.40	434282217	253640172	1580365583	266724021	253640172	12140	1847077464	69.44	109.67	169.46	98883604	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	12105	/work/vcomp/exp/nbreps_work/E4-256m4_f2load	2026-09-17T12:19:50.897803+00:00
nobitmap_reps_plr_20260917_r3_E7-lz4_ycsbc	E7-lz4_f2load__workloadc	workloadc	zipfian	f2load	E7-lz4	1691572	28.374	3.007	1525987656	62.06	507534427	314970761	1193546513	332441143	314970761	6775	1525980881	66.70	114.64	233.17	114094144	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	6765	/work/vcomp/exp/nbreps_work/E7-lz4_f2load	2026-09-17T12:06:38.300179+00:00
nobitmap_reps_plr_20260917_r3_P0fix-r1_ycsbc	P0fix-r1_f2load__workloadc	workloadc	zipfian	f2load	P0fix-r1	1428839	33.591	4.084	1750691797	61.43	428705645	263355772	1473713993	276977804	263355772	13099	1750678698	69.46	109.53	162.64	96994898	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	13081	/work/vcomp/exp/nbreps_work/P0fix-r1_f2load	2026-09-17T12:34:33.599170+00:00
nobitmap_reps_plr_20260917_r4_E1-100B_ycsbc	E1-100B_f2load__workloadc	workloadc	zipfian	f2load	E1-100B	2273717	21.110	2.944	2008595311	67.53	682192206	460699290	1532489599	476105712	460699290	1568	2008593743	69.24	120.57	408.24	63422612	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	1371	/work/vcomp/exp/nbreps_work/E1-100B_f2load	2026-09-17T15:55:13.625775+00:00
nobitmap_reps_plr_20260917_r4_E1-10KB_ycsbc	E1-10KB_f2load__workloadc	workloadc	zipfian	f2load	E1-10KB	1160992	41.343	4.435	1544717011	65.44	348322251	227948855	1306658335	238058676	227948855	135901	1544581110	84.34	157.69	934.62	98232080	0.00	300.0		300.0	308.8		hardlink	False	50	1048576000	129200	/work/vcomp/exp/nbreps_work/E1-10KB_f2load	2026-09-17T19:58:47.279537+00:00
nobitmap_reps_plr_20260917_r4_E2-2T_ycsbc	E2-2T_f2load__workloadc	workloadc	zipfian	f2load	E2-2T	1465967	32.741	3.480	1530608665	65.15	439847625	286544517	1233326973	297281692	286544517	26127	1530582538	69.66	109.72	260.37	105149619	0.00	300.0		300.0	305.2		hardlink	False	50	2097152000	26049	/work/vcomp/exp/nbreps_work/E2-2T_f2load	2026-09-17T16:53:41.252634+00:00
nobitmap_reps_plr_20260917_r4_E2-4T_ycsbc	E2-4T_f2load__workloadc	workloadc	zipfian	f2load	E2-4T	1374013	34.932	4.021	1657510526	64.56	412261096	266156141	1378294438	279216088	266156141	47557	1657462969	69.27	109.72	169.98	103610932	0.00	300.0		300.0	306.0		hardlink	False	50	4194304000	47335	/work/vcomp/exp/nbreps_work/E2-4T_f2load	2026-09-17T17:13:06.376993+00:00
nobitmap_reps_plr_20260917_r4_E2-8T_ycsbc	E2-8T_f2load__workloadc	workloadc	zipfian	f2load	E2-8T	1247727	38.467	4.189	1568261915	61.12	374363929	228792867	1327644544	240617371	228792867	108216	1568153699	72.26	109.70	300.27	106742779	0.00	300.0		300.0	307.8		hardlink	False	50	8388608000	103751	/work/vcomp/exp/nbreps_work/E2-8T_f2load	2026-09-17T18:23:11.086496+00:00
nobitmap_reps_plr_20260917_r4_E3-u100_ycsbc	E3-u100_f2load__workloadc	workloadc	zipfian	f2load	E3-u100	1071959	44.776	3.370	1083731103	99.46	321623475	319883394	758235174	325495929	319883394	17649	1083713454	69.63	109.96	779.62	120545319	0.00	300.0		300.0	305.0		hardlink	False	50	1048576000	17611	/work/vcomp/exp/nbreps_work/E3-u100_f2load	2026-09-17T16:44:05.998643+00:00
nobitmap_reps_plr_20260917_r4_E3-u25_ycsbc	E3-u25_f2load__workloadc	workloadc	zipfian	f2load	E3-u25	3271806	14.670	2.563	2515663141	23.66	981659305	232225448	2265217173	250445968	232225448	4859	2515658282	70.03	109.70	292.00	75313765	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	4822	/work/vcomp/exp/nbreps_work/E3-u25_f2load	2026-09-17T16:01:40.475421+00:00
nobitmap_reps_plr_20260917_r4_E3-u50_ycsbc	E3-u50_f2load__workloadc	workloadc	zipfian	f2load	E3-u50	1451461	33.068	4.144	1804489828	51.29	435496860	223387300	1566759508	237730320	223387300	10042	1804479786	68.44	109.18	157.08	77610441	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	10013	/work/vcomp/exp/nbreps_work/E3-u50_f2load	2026-09-17T16:16:06.274536+00:00
nobitmap_reps_plr_20260917_r4_E4-1024m10_ycsbc	E4-1024m10_f2load__workloadc	workloadc	zipfian	f2load	E4-1024m10	1532337	31.319	2.448	1125724931	63.50	459879152	292031211	827258643	298466288	292031211	18097	1125712262	91.54	527.85	938.80	102884071	303.81	300.1		300.1	304.6		hardlink	False	50	1048576000	12688	/work/vcomp/exp/nbreps_work/E4-1024m10_f2load	2026-09-17T16:30:45.813798+00:00
nobitmap_reps_plr_20260917_r4_E4-256m4_ycsbc	E4-256m4_f2load__workloadc	workloadc	zipfian	f2load	E4-256m4	1359663	35.300	4.443	1812535281	59.93	407958097	244496160	1556277309	256257972	244496160	12179	1812523102	69.21	109.45	165.42	92888633	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	12158	/work/vcomp/exp/nbreps_work/E4-256m4_f2load	2026-09-17T16:22:58.822549+00:00
nobitmap_reps_plr_20260917_r4_E7-lz4_ycsbc	E7-lz4_f2load__workloadc	workloadc	zipfian	f2load	E7-lz4	1688606	28.424	2.809	1423142971	61.83	506636762	313243973	1101061551	322081420	313243973	6808	1423136163	66.56	129.88	245.12	113677730	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	6788	/work/vcomp/exp/nbreps_work/E7-lz4_f2load	2026-09-17T16:09:46.543631+00:00
nobitmap_reps_plr_20260917_r4_P0fix-r1_ycsbc	P0fix-r1_f2load__workloadc	workloadc	zipfian	f2load	P0fix-r1	1437769	33.383	4.075	1757739594	61.29	431381246	264397289	1481362124	276377470	264397289	13078	1757726516	69.11	109.67	168.65	97667950	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	13047	/work/vcomp/exp/nbreps_work/P0fix-r1_f2load	2026-09-17T16:37:41.921377+00:00
nobitmap_reps_plr_20260917_r5_E1-100B_ycsbc	E1-100B_f2load__workloadc	workloadc	zipfian	f2load	E1-100B	2081688	23.057	2.933	1831780200	63.75	624579827	398155760	1411066052	420714148	398155760	1557	1831778643	69.73	109.91	217.57	57917240	0.00	300.0		300.0	304.5		hardlink	False	50	1048576000	1352	/work/vcomp/exp/nbreps_work/E1-100B_f2load	2026-09-17T20:05:09.773696+00:00
nobitmap_reps_plr_20260917_r5_E1-10KB_ycsbc	E1-10KB_f2load__workloadc	workloadc	zipfian	f2load	E1-10KB	1131640	42.415	4.954	1682078393	65.27	339514237	221612488	1448029227	234049166	221612488	136439	1681941954	83.31	160.43	831.96	95884411	0.00	300.0		300.0	308.0		hardlink	False	50	1048576000	129206	/work/vcomp/exp/nbreps_work/E1-10KB_f2load	2026-09-18T00:08:22.291386+00:00
nobitmap_reps_plr_20260917_r5_E2-2T_ycsbc	E2-2T_f2load__workloadc	workloadc	zipfian	f2load	E2-2T	1471111	32.626	3.569	1575450087	60.95	441397400	269022924	1295846116	279603971	269022924	26161	1575423926	68.86	109.71	181.17	105466948	0.00	300.0		300.0	305.2		hardlink	False	50	2097152000	26099	/work/vcomp/exp/nbreps_work/E2-2T_f2load	2026-09-17T21:03:38.205702+00:00
nobitmap_reps_plr_20260917_r5_E2-4T_ycsbc	E2-4T_f2load__workloadc	workloadc	zipfian	f2load	E2-4T	1400486	34.271	3.792	1593438220	64.72	420196720	271954082	1310478254	282959966	271954082	47584	1593390636	70.32	110.26	340.20	105496101	0.00	300.0		300.0	306.0		hardlink	False	50	4194304000	47370	/work/vcomp/exp/nbreps_work/E2-4T_f2load	2026-09-17T21:23:20.967408+00:00
nobitmap_reps_plr_20260917_r5_E2-8T_ycsbc	E2-8T_f2load__workloadc	workloadc	zipfian	f2load	E2-8T	1245309	38.543	4.292	1603547279	58.50	373631442	218562384	1365539251	238008028	218562384	108021	1603439258	70.82	109.66	261.70	106685134	0.00	300.0		300.0	307.8		hardlink	False	50	8388608000	103582	/work/vcomp/exp/nbreps_work/E2-8T_f2load	2026-09-17T22:29:49.240644+00:00
nobitmap_reps_plr_20260917_r5_E3-u100_ycsbc	E3-u100_f2load__workloadc	workloadc	zipfian	f2load	E3-u100	1060912	45.240	3.509	1116998654	99.48	318317450	316658125	793097563	323901091	316658125	17618	1116981036	68.99	109.71	304.21	119315122	0.00	300.0		300.0	305.0		hardlink	False	50	1048576000	17578	/work/vcomp/exp/nbreps_work/E3-u100_f2load	2026-09-17T20:54:06.928348+00:00
nobitmap_reps_plr_20260917_r5_E3-u25_ycsbc	E3-u25_f2load__workloadc	workloadc	zipfian	f2load	E3-u25	3211463	14.945	2.550	2456654777	30.47	963566481	293553072	2126393454	330261323	293553072	4861	2456649916	69.09	109.56	186.05	73769867	0.00	300.0		300.0	304.6		hardlink	False	50	1048576000	4834	/work/vcomp/exp/nbreps_work/E3-u25_f2load	2026-09-17T20:11:36.981047+00:00
nobitmap_reps_plr_20260917_r5_E3-u50_ycsbc	E3-u50_f2load__workloadc	workloadc	zipfian	f2load	E3-u50	1869655	25.672	3.209	1799877203	52.71	560961828	295706835	1491291013	308586190	295706835	10047	1799867156	69.33	109.56	166.90	99354646	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	10025	/work/vcomp/exp/nbreps_work/E3-u50_f2load	2026-09-17T20:26:02.989126+00:00
nobitmap_reps_plr_20260917_r5_E4-1024m10_ycsbc	E4-1024m10_f2load__workloadc	workloadc	zipfian	f2load	E4-1024m10	1561864	30.726	2.215	1038042881	65.48	468747946	306951149	725544612	312498269	306951149	17851	1038030258	92.75	603.63	1144.02	104599871	294.90	300.1		300.1	304.8		hardlink	False	50	1048576000	12614	/work/vcomp/exp/nbreps_work/E4-1024m10_f2load	2026-09-17T20:40:47.153912+00:00
nobitmap_reps_plr_20260917_r5_E4-256m4_ycsbc	E4-256m4_f2load__workloadc	workloadc	zipfian	f2load	E4-256m4	1318715	36.397	4.533	1793638005	63.70	395670921	252039712	1529910666	263727339	252039712	12180	1793625825	69.63	109.62	166.08	90156513	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	12155	/work/vcomp/exp/nbreps_work/E4-256m4_f2load	2026-09-17T20:32:54.460769+00:00
nobitmap_reps_plr_20260917_r5_E7-lz4_ycsbc	E7-lz4_f2load__workloadc	workloadc	zipfian	f2load	E7-lz4	1681601	28.543	2.804	1414810395	63.53	504534117	320542412	1085033639	329776756	320542412	6796	1414803599	66.85	134.56	535.74	113319537	0.00	300.0		300.0	304.4		hardlink	False	50	1048576000	6777	/work/vcomp/exp/nbreps_work/E7-lz4_f2load	2026-09-17T20:19:43.050600+00:00
nobitmap_reps_plr_20260917_r5_P0fix-r1_ycsbc	P0fix-r1_f2load__workloadc	workloadc	zipfian	f2load	P0fix-r1	1377536	34.842	4.052	1674615958	65.93	413313726	272490403	1390802548	283813410	272490403	13181	1674602777	69.91	109.67	166.87	93533279	0.00	300.0		300.0	304.8		hardlink	False	50	1048576000	13145	/work/vcomp/exp/nbreps_work/P0fix-r1_f2load	2026-09-17T20:47:42.878055+00:00
reload8t_20260916_ycsbc	E2-8T_f2load__workloadc	workloadc	zipfian	f2load	E2-8T	1198388	40.050	4.829	1736401537	59.99	359572633	215702608	1508199430	228202107	215702608	110012	1736291525	69.77	109.61	168.30	102835810	0.00	300.0		300.0	307.8		hardlink	False	50	8388608000	104725	/work/vcomp/exp/reload8t_20260916/E2-8T_f2load	2026-09-16T09:20:16.157654+00:00
